,S2,S2_conf
"('(1, -5)', '(1, -4)')",-0.0016024869948104148,0.3312929000211524
"('(1, -5)', '(1, -3)')",0.19342222528110542,0.42309806673675326
"('(1, -5)', '(1, -2)')",-0.023506945275626162,0.3490936176845569
"('(1, -5)', '(1, -1)')",0.1979712059529778,0.5252697647876747
"('(1, -5)', '(1, 0)')",0.06501334650465586,0.4272387537010041
"('(1, -5)', '(1, 1)')",0.09167151306753643,0.4405909227682243
"('(1, -5)', '(1, 2)')",0.046025286905595555,0.3695140209360906
"('(1, -5)', '(1, 3)')",0.0723528166337905,0.4635773849957463
"('(1, -5)', '(1, 4)')",0.05086514319759748,0.39266174239546786
"('(1, -5)', '(1, 5)')",0.1842054439163242,0.42337369579547235
"('(1, -5)', '(2, -5)')",-0.10860011398693756,0.33856279065057865
"('(1, -5)', '(2, -4)')",0.042100383932032165,0.34062529870125224
"('(1, -5)', '(2, -3)')",0.002522511282879336,0.39329481759328294
"('(1, -5)', '(2, -2)')",0.1318145036506535,0.4119845785039509
"('(1, -5)', '(2, -1)')",-0.03408873373912923,0.40820081930810165
"('(1, -5)', '(2, 0)')",0.14492849028078197,0.5118916313136121
"('(1, -5)', '(2, 1)')",0.0754486117151188,0.4227286662062025
"('(1, -5)', '(2, 2)')",-0.25621742227686733,0.37296924160154815
"('(1, -5)', '(2, 3)')",0.15647300573997458,0.4789608825575369
"('(1, -5)', '(2, 4)')",0.07049977979714213,0.370614744527345
"('(1, -5)', '(2, 5)')",0.02285370149642324,0.45252840270118383
"('(1, -5)', '(3, -5)')",0.09265505225908459,0.38459392118670194
"('(1, -5)', '(3, -4)')",-0.012873058406462544,0.33817341820056146
"('(1, -5)', '(3, -3)')",0.13944198831955215,0.41863571075200323
"('(1, -5)', '(3, -2)')",0.06732455769151707,0.4052336340657229
"('(1, -5)', '(3, -1)')",0.17984859180168866,0.5046668564074192
"('(1, -5)', '(3, 0)')",0.17123073175445666,0.45650177527669267
"('(1, -5)', '(3, 1)')",0.09058426409718262,0.40027367660478635
"('(1, -5)', '(3, 2)')",0.154820206939365,0.43386293397989933
"('(1, -5)', '(3, 3)')",0.06271670220353179,0.4352408230873547
"('(1, -5)', '(3, 4)')",0.1853189170332981,0.4519853727565465
"('(1, -5)', '(3, 5)')",-0.028732347294531932,0.2793046437278792
"('(1, -5)', '(4, -5)')",0.012542952652847097,0.37074864638778643
"('(1, -5)', '(4, -4)')",-0.0073259854373544896,0.317623579938189
"('(1, -5)', '(4, -3)')",-0.1804269404815916,0.3639502726046038
"('(1, -5)', '(4, -2)')",-0.17415825237490445,0.40806675455008706
"('(1, -5)', '(4, -1)')",0.10020891331710707,0.45455969250479644
"('(1, -5)', '(4, 0)')",0.1370765680369485,0.417721017032668
"('(1, -5)', '(4, 1)')",-0.028951237156039505,0.3034709806035922
"('(1, -5)', '(4, 2)')",0.07872352258765969,0.4083561885615743
"('(1, -5)', '(4, 3)')",0.1184622109250949,0.45391951009731596
"('(1, -5)', '(4, 4)')",-0.04540297898189098,0.2979146556793296
"('(1, -5)', '(4, 5)')",-0.21669976659880866,0.4048607131835302
"('(1, -4)', '(1, -3)')",-0.04068375412834574,0.814791790375687
"('(1, -4)', '(1, -2)')",0.047110332776152376,0.6471391887469122
"('(1, -4)', '(1, -1)')",-0.018201873084426057,0.8151266611256293
"('(1, -4)', '(1, 0)')",0.260193358279158,0.3373085301048762
"('(1, -4)', '(1, 1)')",0.4187487723186035,0.5860336265343864
"('(1, -4)', '(1, 2)')",0.11522412793297199,0.5851043041064111
